participantId,householdSize,haveKids,age,educationLevel,interestGroup,joviality,educationScale,amount_sum,amount_count,Wage_sum,Wage_count,Education_sum,Education_count,Food_sum,Food_count,Food_mean,Recreation_sum,Recreation_count,Recreation_mean,Shelter_sum,Shelter_mean,Shelter_count,apartmentId,rentalCost,loc_apart,bd_apart,employerId,loc_job,bd_job,pubs_count,resto_count,sent_message,last_activity
214,1,0,33,HighSchoolOrCollege,C,0.300610569,2,61430.68769920984,1595,70948.75986223467,645,0.0,0.0,-4475.228295309916,933,-4.796600530878795,0.0,0.0,0.0,-5042.8438677149215,-315.1777417321826,16.0,356,945.53,POINT (1420.1639208310576 4930.580077677792),799.0,854,POINT (-2107.0655661560804 4184.061539506543),446.0,0.0,452,902.0,2023-05-25 00:00:00+00:00
215,1,0,31,Bachelors,A,0.089838002,3,112532.13134989786,1601,121556.63362923411,645,0.0,0.0,-3965.870952981812,939,-4.22350474225965,-15.78745863953697,1.0,-15.78745863953697,-5042.8438677149215,-315.1777417321826,16.0,356,945.53,POINT (1420.1639208310576 4930.580077677792),799.0,1306,POINT (-643.7038073647876 5917.381045442618),680.0,1.0,443,902.0,2023-05-25 00:00:00+00:00
216,1,0,38,HighSchoolOrCollege,C,0.153900625,2,61982.680713072965,1594,71031.53165326237,646,0.0,0.0,-4507.283243629548,930,-4.84654112218231,-18.717519887877174,2.0,-9.358759943938587,-4522.850176671975,-282.6781360419984,16.0,252,1130.71,POINT (-752.3428065881178 1648.402113854796),65.0,1330,POINT (-344.87724461848586 3683.020262283885),409.0,2.0,459,4614.0,2023-05-25 00:00:00+00:00
217,1,0,57,HighSchoolOrCollege,F,0.948411855,2,9090.128985313786,1841,30566.43573984813,324,0.0,0.0,-3807.7449788578174,900,-4.230827754286464,-8860.65459473538,601.0,-14.74318568175604,-8807.907180941149,-550.4941988088218,16.0,80,550.49,POINT (589.7126864665483 3461.117029912494),763.0,390,POINT (994.4462620941047 3762.3654281251634),347.0,601.0,252,13783.0,2023-05-25 00:00:00+00:00
218,1,0,38,HighSchoolOrCollege,B,0.971074532,2,3969.622225036753,2650,27803.095805680343,645,0.0,0.0,-5969.317055735483,1361,-4.3859787330899955,-9489.026453590699,628.0,-15.109914735017037,-8375.130071317408,-523.445629457338,16.0,953,523.45,POINT (131.2810672906894 4036.153564956029),916.0,440,POINT (448.79913987469365 4328.78174286464),644.0,628.0,689,17072.0,2023-05-25 00:00:00+00:00
219,1,0,57,HighSchoolOrCollege,I,0.955659284,2,24989.414531060604,2029,35514.57306699605,645,0.0,0.0,-6155.705329634085,1350,-4.559781725654878,-243.49004180732814,16.0,-15.218127612958009,-4125.963164494027,-257.8726977808767,16.0,174,773.62,POINT (1489.1363131755288 3323.1177012933736),542.0,407,POINT (1105.2630658126443 3730.801103253373),1033.0,16.0,668,1153.0,2023-05-25 00:00:00+00:00
220,1,0,56,Graduate,F,0.79251329,4,53530.17100784185,2581,78392.26121750055,765,0.0,0.0,-6624.733242128087,1238,-5.351157707696355,-7468.885729702228,562.0,-13.289832259256633,-10768.471237828386,-673.0294523642741,16.0,181,673.03,POINT (588.1769004542509 1477.886760892753),699.0,398,POINT (754.0987512384932 1394.0500627767071),692.0,562.0,696,12472.0,2023-05-25 00:00:00+00:00
221,1,0,50,HighSchoolOrCollege,I,0.727868507,2,26618.60435563808,2345,43770.83055703042,642,0.0,0.0,-5671.010639788622,1349,-4.203862594357763,-4501.11426579156,337.0,-13.356422153684154,-6980.101295812157,-436.25633098825983,16.0,376,872.51,POINT (589.7126864665483 3461.117029912494),763.0,437,POINT (660.2070252315734 3610.994566867167),511.0,337.0,631,4951.0,2023-05-25 00:00:00+00:00
222,1,0,44,HighSchoolOrCollege,G,0.617025806,2,28541.057453821195,2343,45746.21630537404,645,0.0,0.0,-6468.762234609611,1321,-4.896867702202583,-4547.451870202184,361.0,-12.596819585047601,-6188.944746741042,-386.8090466713151,16.0,127,386.81,POINT (2219.8260684160687 4760.894146360397),327.0,423,POINT (650.4125958509642 1744.50624697462),304.0,361.0,659,10524.0,2023-05-25 00:00:00+00:00
223,1,0,43,Bachelors,F,0.700821194,3,24615.315144321412,1768,46148.545112153086,326,0.0,0.0,-4508.379882688106,900,-5.009310980764562,-7938.95247822587,526.0,-15.093065547957929,-9085.897606917699,-567.8686004323562,16.0,346,567.87,POINT (582.9124582493545 1776.051722536382),834.0,382,POINT (670.3987400004884 1584.4743462106067),3.0,526.0,242,11469.0,2023-05-25 00:00:00+00:00
224,1,0,41,Low,G,0.28441375,1,38199.358840402034,1592,46863.30169069181,644,0.0,0.0,-4409.605984383074,922,-4.7826529114783884,-128.37370141267567,9.0,-14.263744601408408,-4125.963164494027,-257.8726977808767,16.0,174,773.62,POINT (1489.1363131755288 3323.1177012933736),542.0,831,POINT (-2200.279972988196 3572.4693137151007),32.0,9.0,462,917.0,2023-05-25 00:00:00+00:00
225,1,0,49,HighSchoolOrCollege,E,0.004829228,2,62615.63235291814,1592,70629.07415622925,646,0.0,0.0,-3887.4786388170933,930,-4.1800845578678425,0.0,0.0,0.0,-4125.963164494027,-257.8726977808767,16.0,174,773.62,POINT (1489.1363131755288 3323.1177012933736),542.0,1281,POINT (-250.10250760487784 4857.0064836405545),580.0,0.0,453,1421.0,2023-05-25 00:00:00+00:00
226,1,0,43,Bachelors,I,0.965943386,3,56105.38834384359,2375,74635.0048759432,645,0.0,0.0,-5689.036086504773,1337,-4.2550756069594415,-5199.572548684186,376.0,-13.828650395436664,-7641.007896910654,-477.5629935569159,16.0,107,955.13,POINT (212.2553022725848 1303.9692542544997),381.0,424,POINT (39.59877121487088 1259.7742218297456),936.0,376.0,671,6019.0,2023-05-25 00:00:00+00:00
227,1,0,59,HighSchoolOrCollege,H,0.490213553,2,29514.644629862636,2556,46147.69865857596,645,0.0,0.0,-6350.412697538124,1323,-4.800009597534485,-3962.0169089715846,572.0,-6.9266029877125606,-6320.624422203616,-395.039026387726,16.0,72,395.04,POINT (-726.5390497675858 1381.9337094162383),400.0,432,POINT (991.3270590871906 4100.917174659022),142.0,572.0,706,7692.0,2023-05-25 00:00:00+00:00
228,1,0,53,Bachelors,J,0.168680628,3,108471.5118106012,1568,119733.73206661381,645,0.0,0.0,-4224.56541663557,900,-4.693961574039522,-57.55354356488289,7.0,-8.22193479498327,-6980.101295812157,-436.25633098825983,16.0,376,872.51,POINT (589.7126864665483 3461.117029912494),763.0,1784,POINT (-4017.808180711095 6949.612770383012),453.0,7.0,433,985.0,2023-05-25 00:00:00+00:00
229,1,0,41,Bachelors,G,0.68602034,3,68285.30283431608,1266,78875.69721016008,327,0.0,0.0,-4122.828927079373,900,-4.580921030088192,-216.66147223956978,20.0,-10.833073611978488,-6250.903976525056,-390.681498532816,16.0,75,1562.73,POINT (588.1769004542509 1516.0341391439815),699.0,398,POINT (754.0987512384932 1394.0500627767071),692.0,20.0,274,1541.0,2023-05-25 00:00:00+00:00
230,1,0,52,Bachelors,D,0.004466007,3,106513.65188351268,1594,118393.86652015499,645,0.0,0.0,-4239.2067397316605,933,-4.543629946121823,0.0,0.0,0.0,-7641.007896910654,-477.5629935569159,16.0,107,955.13,POINT (212.2553022725848 1303.9692542544997),381.0,1766,POINT (-3209.738139187618 6522.748316725878),953.0,0.0,444,496.0,2023-05-25 00:00:00+00:00
231,1,0,59,HighSchoolOrCollege,A,0.902213545,2,5945.999779697924,2837,28238.040803012187,637,0.0,0.0,-8102.448605353123,1628,-4.9769340327721885,-6625.326616388758,556.0,-11.916055065447408,-7564.265801572383,-472.7666125982739,16.0,100,472.77,POINT (-657.4419276597039 1584.005409368071),530.0,425,POINT (-328.8906021165615 1795.1079117198856),946.0,556.0,703,13579.0,2023-05-25 00:00:00+00:00
232,1,0,53,HighSchoolOrCollege,C,0.96685839,2,10558.322024408477,2078,28242.40337782178,645,0.0,0.0,-4278.88476855228,900,-4.7543164095025325,-6162.814434419381,517.0,-11.920337397329556,-7242.382150441644,-452.64888440260273,16.0,235,452.65,POINT (1209.9860453247898 4886.716681195225),384.0,393,POINT (903.9691099852218 4220.741537877808),592.0,517.0,425,15096.0,2023-05-25 00:00:00+00:00
233,1,0,38,Graduate,A,0.263283426,4,135820.57456799116,1595,146282.39493228402,645,0.0,0.0,-4210.916387767788,932,-4.5181506306521335,0.0,0.0,0.0,-6250.903976525056,-390.681498532816,16.0,75,1562.73,POINT (588.1769004542509 1516.0341391439815),699.0,1337,POINT (-2488.0018597976323 5885.7340875007185),269.0,0.0,460,1461.0,2023-05-25 00:00:00+00:00
234,1,0,43,Graduate,C,0.332411556,4,71252.55422587124,2410,87779.48525604703,645,0.0,0.0,-6143.498094410635,1355,-4.53394693314438,-4033.546363458761,394.0,-10.23742731842325,-6349.886572306411,-396.8679107691507,16.0,214,396.87,POINT (-1776.287643757848 1691.4138204277806),14.0,408,POINT (412.9860808984934 1033.1806025214216),516.0,394.0,690,6705.0,2023-05-25 00:00:00+00:00
235,1,0,29,Graduate,G,0.936585851,4,50945.03955988402,1252,62085.933232153664,323,0.0,0.0,-3635.0280739779096,900,-4.038920082197677,-170.819972524573,11.0,-15.529088411324818,-7335.045625767161,-458.4403516104476,16.0,159,1375.32,POINT (529.0336503746969 4425.668816338874),975.0,429,POINT (715.9086691087551 4418.132191398763),964.0,11.0,283,982.0,2023-05-25 00:00:00+00:00
236,1,0,44,Low,I,0.10774033,1,35070.23453258335,1242,46054.073533935356,324,0.0,0.0,-3616.25253135768,899,-4.022527843556929,-32.54084422715919,2.0,-16.270422113579595,-7335.045625767161,-458.4403516104476,16.0,159,1375.32,POINT (529.0336503746969 4425.668816338874),975.0,1763,POINT (-3136.1278958093117 6628.6729119697975),160.0,2.0,267,902.0,2023-05-25 00:00:00+00:00
237,1,0,48,Graduate,C,0.110877355,4,133898.649502834,1594,145055.5120074021,645,0.0,0.0,-3803.0993589130553,931,-4.084961717414667,-18.717519887877174,2.0,-9.358759943938587,-7335.045625767161,-458.4403516104476,16.0,159,1375.32,POINT (529.0336503746969 4425.668816338874),975.0,877,POINT (-1784.078473278472 4571.813634096875),670.0,2.0,456,902.0,2023-05-25 00:00:00+00:00
238,1,0,21,Low,A,0.256101892,1,33119.35761578865,1595,43880.34740153583,645,0.0,0.0,-4473.557381518558,932,-4.79995427201562,-36.5284277035618,1.0,-36.5284277035618,-6250.903976525056,-390.681498532816,16.0,75,1562.73,POINT (588.1769004542509 1516.0341391439815),699.0,1767,POINT (-3972.0306074440496 5494.63962663673),285.0,1.0,446,1821.0,2023-05-25 00:00:00+00:00
239,1,0,45,Low,I,0.795405195,1,2335.8206928620707,3065,27826.114262780626,609,0.0,0.0,-8229.615268460437,1622,-5.073745541590898,-9579.363899474556,818.0,-11.710713813538577,-7681.314401983562,-480.0821501239726,16.0,83,480.08,POINT (223.3754341990981 1819.3960275496556),786.0,412,POINT (496.2476568904982 1686.1524496266945),1009.0,818.0,696,10454.0,2023-05-25 00:00:00+00:00
240,1,0,21,Graduate,J,0.641752748,4,69991.05217961747,2551,88344.06741920827,645,0.0,0.0,-5946.374059081777,1332,-4.464244789100433,-5925.074932740021,558.0,-10.618413857957027,-6481.566247768987,-405.09789048556166,16.0,125,405.1,POINT (2423.1213407945315 4360.755472811068),328.0,422,POINT (1273.4344092361837 1252.930095226732),317.0,558.0,708,13243.0,2023-05-25 00:00:00+00:00
241,1,0,30,HighSchoolOrCollege,I,0.088547964,2,59327.98863739241,1566,69799.70045162589,645,0.0,0.0,-4185.941327838085,900,-4.651045919820095,-34.86650987034647,5.0,-6.973301974069294,-6250.903976525056,-390.681498532816,16.0,75,1562.73,POINT (588.1769004542509 1516.0341391439815),699.0,1759,POINT (-3699.8519673978653 6540.218682083818),305.0,5.0,449,1353.0,2023-05-25 00:00:00+00:00
242,1,0,26,Graduate,H,0.113248116,4,126863.43358021912,1986,143576.97312016357,645,0.0,0.0,-3802.422766768532,924,-4.115176154511398,-7308.575424098292,401.0,-18.22587387555684,-5602.5413490776255,-350.1588343173516,16.0,1264,350.16,POINT (-713.3451653741274 6339.595899906177),77.0,829,POINT (-1683.9788287469512 4166.34595719268),411.0,401.0,455,2932.0,2023-05-25 00:00:00+00:00
243,1,0,31,HighSchoolOrCollege,H,0.662515201,2,10000.089780619533,2442,27982.760911484656,645,0.0,0.0,-6457.6851264058,1361,-4.744809056874209,-5014.157606587544,420.0,-11.938470491875105,-6510.828397871781,-406.9267748669863,16.0,327,406.93,POINT (1236.8571929820146 3263.0399509679964),24.0,406,POINT (973.2374190327052 3805.640410966102),347.0,420.0,662,10884.0,2023-05-25 00:00:00+00:00
244,1,0,30,HighSchoolOrCollege,I,0.969991586,2,19605.41317916704,2516,40233.62205667252,669,0.0,0.0,-6219.744499828921,1313,-4.737048362398264,-6171.169123739897,518.0,-11.913453906833778,-8237.295253936656,-514.830953371041,16.0,69,514.83,POINT (2050.180926104707 4374.926623500649),921.0,397,POINT (1499.3204774627252 4304.553083816536),351.0,518.0,492,15312.0,2023-05-25 00:00:00+00:00
245,1,0,52,Graduate,C,0.859058201,4,73533.43703856214,2081,86466.61382128412,643,0.0,0.0,-6177.3609139851915,1350,-4.57582289924829,-853.128010469239,69.0,-12.36417406477158,-5902.687858267545,-368.9179911417216,16.0,261,1475.67,POINT (1314.7768850305797 3620.3684115523793),825.0,390,POINT (994.4462620941047 3762.3654281251634),347.0,69.0,665,1479.0,2023-05-25 00:00:00+00:00
246,1,0,30,HighSchoolOrCollege,B,0.968768651,2,5861.516170075793,2579,27929.505471840574,645,0.0,0.0,-6798.107866744707,1356,-5.01335388403002,-7237.42123180298,562.0,-12.87797372206936,-8032.460203217094,-502.0287627010684,16.0,55,502.03,POINT (2153.389571449563 4760.551377277387),309.0,435,POINT (1122.7448164206246 4383.066969959758),34.0,562.0,639,15767.0,2023-05-25 00:00:00+00:00
247,1,0,33,Low,B,0.867500339,1,4656.04231959044,2911,27956.00437747196,645,0.0,0.0,-7715.693911887063,1672,-4.614649468831976,-7215.29321659523,578.0,-12.483206257085172,-8368.97492939923,-523.0609330874519,16.0,195,523.06,POINT (615.3098822064323 3201.003200456854),538.0,396,POINT (868.902110395577 4390.34074468453),590.0,578.0,819,12151.0,2023-05-25 00:00:00+00:00
248,1,0,51,Bachelors,H,0.287889236,3,107392.13802604264,1593,117761.39385444239,645,0.0,0.0,-4466.567970132197,930,-4.802761258206663,0.0,0.0,0.0,-5902.687858267545,-368.9179911417216,16.0,261,1475.67,POINT (1314.7768850305797 3620.3684115523793),825.0,867,POINT (-1903.2691698783528 4549.78019591636),118.0,0.0,455,1355.0,2023-05-25 00:00:00+00:00
249,1,0,25,Graduate,G,0.842954238,4,37784.71139054197,2270,54340.6886232414,639,0.0,0.0,-6039.820886479881,1304,-4.631764483496841,-4104.202830299082,310.0,-13.239363968706716,-6411.953515920471,-400.7470947450294,16.0,231,801.49,POINT (1304.8852088806348 3526.737489827947),5.0,406,POINT (973.2374190327052 3805.640410966102),347.0,310.0,495,7335.0,2023-05-25 00:00:00+00:00
250,1,0,59,HighSchoolOrCollege,E,0.627740735,2,27740.408248188793,2421,45322.49606124717,645,0.0,0.0,-6211.777336321658,1347,-4.611564466460028,-4859.482078864941,413.0,-11.766300433087025,-6510.828397871781,-406.9267748669863,16.0,331,406.93,POINT (1194.0937142886232 3263.0399509679964),24.0,403,POINT (2026.3999572104358 4142.402774048681),1023.0,413.0,707,11958.0,2023-05-25 00:00:00+00:00
251,1,0,58,HighSchoolOrCollege,D,0.386580333,2,29222.331408120463,2177,44621.6959749193,646,0.0,0.0,-5209.447650244325,1262,-4.127929992269671,-3605.9331434257415,253.0,-14.252700171643246,-6583.983773128768,-411.498985820548,16.0,5,411.5,POINT (7.0589743819342985 79.96163671849988),628.0,439,POINT (585.2216880077107 3622.7180435904966),395.0,253.0,655,6214.0,2023-05-25 00:00:00+00:00
252,3,1,59,HighSchoolOrCollege,D,0.564718074,2,47725.4073038524,1769,68893.4771067844,325,-204.99912029105582,16.0,-4331.42753063101,900,-4.812697256256678,-6728.659141480494,512.0,-13.14191238570409,-9902.98401052944,-618.93650065809,16.0,702,618.94,POINT (-1180.704739876141 2615.334435880475),944.0,830,POINT (-804.6120047431612 5042.0163759841835),421.0,512.0,330,13020.0,2023-05-25 00:00:00+00:00
253,3,1,43,Graduate,G,0.560328176,4,118754.84279759921,2475,141087.4147757993,645,-204.99912029105582,16.0,-6066.2025370083475,1361,-4.457165714186883,-6117.123876994034,437.0,-13.997995141862777,-9944.246443906646,-621.5154027441654,16.0,550,621.52,POINT (-1303.2969263511116 2567.8791799505025),669.0,875,POINT (-981.7218378806529 4774.377841270679),966.0,437.0,581,11729.0,2023-05-25 00:00:00+00:00
254,3,1,23,Bachelors,D,0.17968177,3,94608.07848809444,1920,115059.6345534856,643,-608.0860728582386,16.0,-4353.405369506606,930,-4.681081042480222,-5610.130661486899,315.0,-17.809938607894917,-9879.933961539416,-617.4958725962135,16.0,1026,617.5,POINT (-1666.020644498376 6069.547463099791),318.0,1324,POINT (-525.2260085411027 4093.343371642296),486.0,315.0,462,2823.0,2023-05-25 00:00:00+00:00
255,3,1,59,HighSchoolOrCollege,H,0.852187763,2,3422.924148897745,2519,29451.878612794666,645,-1458.2962215809964,16.0,-6303.801958692968,1327,-4.750415944757323,-8116.297672830277,515.0,-15.759801306466558,-10150.558610792677,-634.4099131745423,16.0,824,634.41,POINT (-1662.4280260369487 3416.372256796572),59.0,883,POINT (-2148.436841916328 5261.788712538423),17.0,515.0,661,17344.0,2023-05-25 00:00:00+00:00
256,3,1,25,HighSchoolOrCollege,F,0.807211251,2,2249.2849528061483,24,2504.9369419938685,9,-182.28702769762455,2.0,-73.36496149009534,13,-5.64345857616118,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,649,0,0.0,0.0,13,1.0,2022-03-05 00:15:00+00:00
257,3,1,24,HighSchoolOrCollege,D,0.405851044,2,42484.0269954766,2563,67604.84255072381,645,-1458.2962215809964,16.0,-6487.730719765744,1348,-4.812856617036902,-7230.542169993835,538.0,-13.439669460955084,-9944.246443906646,-621.5154027441654,16.0,600,621.52,POINT (-1373.4051503204873 2606.631642651834),669.0,872,POINT (-2202.659451917056 3327.781752937518),297.0,538.0,686,11011.0,2023-05-25 00:00:00+00:00
258,3,1,37,Bachelors,G,0.951577316,3,9446.44663995916,2621,38761.51701854387,645,-1458.2962215809964,16.0,-6449.2729947496855,1350,-4.777239255370137,-7955.94788128487,594.0,-13.393851651994732,-13451.55328096916,-840.7220800605725,16.0,797,840.72,POINT (-1761.149906110346 4050.736798379685),294.0,854,POINT (-2107.0655661560804 4184.061539506543),446.0,594.0,722,18748.0,2023-05-25 00:00:00+00:00
259,3,1,31,HighSchoolOrCollege,J,0.19286307,2,53412.1029374824,1680,69372.93697310971,645,-608.0860728582386,16.0,-4333.0598722988125,929,-4.664219453497107,-1139.7541289308415,74.0,-15.40208282338975,-9879.933961539416,-617.4958725962135,16.0,1141,617.5,POINT (-1631.9916221192786 6106.479357390968),318.0,1737,POINT (-4153.336133623585 5376.423146435112),1041.0,74.0,459,4471.0,2023-05-25 00:00:00+00:00
260,3,1,52,Graduate,B,0.33366576,4,103819.98285677686,2384,126562.12638595961,645,-1458.2962215809964,16.0,-5664.189811080562,1333,-4.24920465947529,-5592.8861858601285,374.0,-14.954241138663445,-10026.771310661059,-626.6732069163162,16.0,645,626.67,POINT (-1220.8186625213898 3318.570415044307),636.0,864,POINT (-1885.1886006319482 4569.0851981845035),118.0,374.0,674,9101.0,2023-05-25 00:00:00+00:00
261,3,1,29,HighSchoolOrCollege,H,0.465652496,2,41669.15595543555,1736,65839.29731051427,323,-1458.2962215809964,16.0,-4122.878260712918,900,-4.580975845236575,-8479.670695369341,481.0,-17.629253004925864,-10109.29617741547,-631.8310110884669,16.0,711,631.83,POINT (-1333.0886323717586 2688.886124497062),661.0,891,POINT (-1089.9889021305112 4455.822342476473),205.0,481.0,290,9483.0,2023-05-25 00:00:00+00:00
262,3,1,52,HighSchoolOrCollege,F,0.664033926,2,2497.8131915702356,22,2740.2235769000126,7,-182.28702769762455,2.0,-60.12335763215244,13,-4.6248736640117265,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,869,POINT (-855.2484275272525 4593.770197855418),132.0,0.0,13,3.0,2022-03-05 07:10:00+00:00
263,3,1,31,HighSchoolOrCollege,A,0.223825175,2,49570.59445366569,1911,69288.31242903679,645,-608.0860728582386,16.0,-4430.158929712633,917,-4.831143871006143,-4791.962374787239,317.0,-15.116600551379303,-9887.510598012988,-617.9694123758118,16.0,1390,617.97,POINT (-4602.758597842296 7604.489701961552),11.0,1318,POINT (-525.2895730956825 4289.093106712981),343.0,317.0,483,3822.0,2023-05-25 00:00:00+00:00
264,3,1,28,HighSchoolOrCollege,H,0.106440071,2,48692.246384103935,1701,69414.91481423032,325,-608.0860728582386,16.0,-4161.504567498214,900,-4.623893963886904,-6065.56719175695,444.0,-13.66118736882196,-9887.510598012988,-617.9694123758118,16.0,1563,617.97,POINT (-4583.825739742862 7612.940521286146),11.0,1295,POINT (-831.1509970580761 4313.035927387888),981.0,444.0,304,3190.0,2023-05-25 00:00:00+00:00
265,3,1,44,Bachelors,D,0.048044295,3,99905.22583829802,1643,115448.61515181772,645,-608.0860728582386,16.0,-4481.240828646761,928,-4.828923306731423,-511.6211995683003,38.0,-13.463715778113166,-9942.441212446394,-621.4025757778996,16.0,1644,621.4,POINT (-4575.481963235348 7332.423051909529),465.0,1789,POINT (-3813.2913987997836 5750.038441232494),877.0,38.0,458,2695.0,2023-05-25 00:00:00+00:00
266,3,1,32,Graduate,F,0.972629863,4,45492.03135266565,1818,77461.95376535664,324,-1458.2962215809964,16.0,-4598.674996559954,900,-5.109638885066615,-11718.67411279117,562.0,-20.85173329678144,-14194.27708175887,-887.1423176099294,16.0,463,887.14,POINT (-1319.5426563934784 3722.2274220634836),30.0,882,POINT (-1241.6483470328672 3722.01804223004),106.0,562.0,241,20582.0,2023-05-25 00:00:00+00:00
267,3,1,59,HighSchoolOrCollege,G,0.798810236,2,2384.837678273973,24,2641.8411508299964,9,-182.28702769762455,2.0,-74.71644485839887,13,-5.747418835261452,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,866,POINT (-1496.9713369216481 4493.171613333192),578.0,0.0,13,4.0,2022-03-05 07:15:00+00:00
268,3,1,53,HighSchoolOrCollege,G,0.041170737,2,50096.212004962195,1949,69965.4149072406,646,-608.0860728582386,16.0,-4021.4392974541624,926,-4.34280701668916,-5297.236319519601,345.0,-15.354308172520584,-9942.441212446394,-621.4025757778996,16.0,1664,621.4,POINT (-4575.481963235348 7528.30370916249),465.0,1288,POINT (-657.7838584306992 5932.81369824289),680.0,345.0,455,1863.0,2023-05-25 00:00:00+00:00
269,3,1,56,HighSchoolOrCollege,F,0.36077235,2,42364.33172642031,1718,66095.16962534093,324,-1458.2962215809964,16.0,-4155.930835041157,900,-4.617700927823507,-8007.3146648830025,462.0,-17.331849923989182,-10109.29617741547,-631.8310110884669,16.0,719,631.83,POINT (-1300.5005974065157 2680.4859984349114),661.0,867,POINT (-1903.2691698783528 4549.78019591636),118.0,462.0,315,9493.0,2023-05-25 00:00:00+00:00
270,3,1,32,HighSchoolOrCollege,E,0.173976665,2,47647.8764489112,1786,68556.11375336013,323,-1171.1656343569832,16.0,-4132.775487894549,900,-4.591972764327276,-5660.260180354096,531.0,-10.659623691815623,-9944.036001843298,-621.5022501152062,16.0,1618,621.5,POINT (-4613.959919638699 5136.6586014369295),120.0,1311,POINT (-1730.46161795225 5925.860203271363),401.0,531.0,333,5205.0,2023-05-25 00:00:00+00:00
271,3,1,57,HighSchoolOrCollege,D,0.331893543,2,41305.85974179438,2535,64271.950271512615,645,-1458.2962215809964,16.0,-6116.8035706278,1359,-4.500959213118322,-5199.169693339549,499.0,-10.419177742163424,-10191.821044169883,-636.9888152606177,16.0,736,636.99,POINT (-2249.7800462578525 2506.043282990142),337.0,864,POINT (-1885.1886006319482 4569.0851981845035),118.0,499.0,737,8739.0,2023-05-25 00:00:00+00:00
272,3,1,47,HighSchoolOrCollege,F,0.669281126,2,14004.329350546586,2855,47773.10727987995,628,-1458.2962215809964,16.0,-7532.967734301007,1701,-4.42855245990653,-8403.116956061976,494.0,-17.010358210651773,-16374.397017389389,-1023.3998135868368,16.0,1031,1023.4,POINT (-1612.7659337843802 4735.182641334957),683.0,839,POINT (-1567.7082661009404 4491.2624087298655),162.0,494.0,705,14379.0,2023-05-25 00:00:00+00:00
273,3,1,46,HighSchoolOrCollege,B,0.874083512,2,7358.245762202756,2087,34122.39309388747,645,-1458.2962215809964,16.0,-4822.354493095676,931,-5.179757779909426,-8971.277704767566,479.0,-18.729181012040847,-11512.218912240476,-719.5136820150298,16.0,816,719.51,POINT (-1863.614094415031 3489.744653848632),48.0,871,POINT (-2202.659451917056 3456.928318795747),297.0,479.0,447,18571.0,2023-05-25 00:00:00+00:00
274,3,1,44,HighSchoolOrCollege,G,0.79265137,2,16797.125644522053,2484,43436.695625739696,645,-1458.2962215809964,16.0,-6637.487376079025,1333,-4.979360372152307,-6123.793937018614,474.0,-12.919396491600452,-12419.992446539009,-776.249527908688,16.0,741,776.25,POINT (-2264.2549732775105 3108.3760483403476),894.0,880,POINT (-2330.4222998927135 2982.861013084039),869.0,474.0,668,17918.0,2023-05-25 00:00:00+00:00
275,3,1,60,HighSchoolOrCollege,F,0.173802734,2,50504.592121679096,1796,68758.61009742894,645,-608.0860728582386,16.0,-4328.7214752223945,925,-4.679698892132318,-3316.050282552631,194.0,-17.09304269357026,-10001.160145116586,-625.0725090697866,16.0,1153,625.07,POINT (-1917.968290838215 5797.276162062822),414.0,1779,POINT (-4024.211498692567 5693.927626980997),175.0,194.0,464,3693.0,2023-05-25 00:00:00+00:00
276,3,1,50,Bachelors,A,0.107405002,3,89529.58040289211,1906,111933.55406678782,335,-1171.1656343569832,16.0,-5111.219522477949,1213,-4.213701172694105,-6011.167815429293,326.0,-18.439165078003967,-10110.42069163149,-631.9012932269682,16.0,1438,631.9,POINT (-4500.939887921801 5116.566482675666),883.0,1763,POINT (-3136.1278958093117 6628.6729119697975),160.0,326.0,152,2763.0,2023-05-25 00:00:00+00:00
277,3,1,34,HighSchoolOrCollege,E,0.836787725,2,10724.100014718193,2894,39557.69475610844,640,-608.0860728582386,16.0,-8351.733217585403,1729,-4.830383584491268,-6250.617042444585,493.0,-12.678736394410924,-13623.158408502015,-851.4474005313759,16.0,517,851.45,POINT (-670.0361384681796 4866.766649665868),433.0,869,POINT (-855.2484275272525 4593.770197855418),132.0,493.0,756,16575.0,2023-05-25 00:00:00+00:00
278,3,1,56,Bachelors,B,0.259541618,3,89638.05856798227,1766,107861.35543612922,645,-1171.1656343569832,16.0,-4468.574489445521,934,-4.784340995123684,-2473.136052712962,155.0,-15.955716469115883,-10110.42069163149,-631.9012932269682,16.0,1589,631.9,POINT (-4449.548264617071 5116.566482675666),883.0,844,POINT (-836.719215114457 4482.040750623393),86.0,155.0,445,5911.0,2023-05-25 00:00:00+00:00
279,3,1,23,HighSchoolOrCollege,A,0.811965348,2,2162.192629375119,14,2396.321816376486,3,-182.28702769762455,2.0,-51.84215930374229,9,-5.760239922638032,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,654,0,0.0,0.0,9,0.0,2022-03-05 07:30:00+00:00
